"age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","previous","poutcome","euribor3m","new_pdays","emp_var_rate","cons_price_idx","cons_conf_idx","nr_employed","subscribe"
41,"admin","married","university degree","no","yes","no","cellular","nov","tue",1,1,"success",0.715,3,-3.4,92.649,-30.1,5017.5,"1"
30,"services","married","high school","no","no","no","telephone","may","wed",2,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
36,"admin","single","high school","no","yes","no","cellular","apr","fri",5,0,"non existent",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
38,"self employed","married","high school","no","yes","no","telephone","jul","tue",5,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
28,"student","single","university degree","no","yes","no","cellular","aug","wed",1,1,"failure",0.9,0,-1.7,94.027,-38.3,4991.6,"0"
35,"admin","married","university degree","no","yes","no","cellular","apr","thu",1,1,"success",0.644,10,-1.8,93.749,-34.6,5008.7,"1"
42,"technician","single","university degree","no","yes","no","cellular","aug","tue",1,1,"failure",0.884,0,-2.9,92.201,-31.4,5076.2,"0"
40,"unemployed","single","basic 4y","no","no","no","cellular","jun","tue",1,0,"non existent",1.252,0,-2.9,92.963,-40.8,5076.2,"1"
31,"entrepreneur","single","basic 6y","no","yes","yes","telephone","jun","fri",3,0,"non existent",4.959,0,1.4,94.465,-41.8,5228.1,"0"
39,"technician","single","university degree","no","no","no","cellular","aug","wed",1,0,"non existent",4.967,0,1.4,93.444,-36.1,5228.1,"0"
37,"housemaid","married","basic 4y","no","no","no","cellular","jul","tue",4,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
52,"housemaid","married","basic 6y","no","yes","no","cellular","aug","tue",1,0,"non existent",4.966,0,1.4,93.444,-36.1,5228.1,"0"
33,"admin","married","university degree","no","yes","no","cellular","nov","thu",1,0,"non existent",4.076,0,-0.1,93.2,-42,5195.8,"0"
37,"unemployed","married","university degree","no","no","yes","telephone","jul","fri",3,0,"non existent",4.959,0,1.4,93.918,-42.7,5228.1,"0"
34,"services","single","high school","no","no","no","telephone","jul","tue",2.11476051230002,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
32,"admin","single","university degree","no","no","no","telephone","may","fri",-0.0187555092102278,0,"non existent",4.864,0,1.1,93.994,-36.4,5191,"0"
56,"blue collar","married","basic 9y","no","no","no","telephone","jun","wed",6,0,"non existent",4.864,0,1.4,94.465,-41.8,5228.1,"0"
47,"services","married","high school","no","yes","no","cellular","aug","mon",2,0,"non existent",4.97,0,1.4,93.444,-36.1,5228.1,"0"
41,"technician","single","university degree","no","no","no","cellular","jul","thu",2,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
34,"admin","single","university degree","no","yes","no","cellular","aug","mon",1,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
35,"admin","married","university degree","no","no","no","cellular","aug","fri",1,0,"non existent",4.966,0,1.4,93.444,-36.1,5228.1,"0"
19,"student","single","high school","no","yes","no","cellular","may","tue",4,0,"non existent",1.344,0,-1.8,92.893,-46.2,5099.1,"0"
28,"unemployed","single","high school","no","yes","no","telephone","jul","wed",1,0,"non existent",4.956,0,1.4,93.918,-42.7,5228.1,"0"
41,"blue collar","divorced","basic 6y","no","yes","yes","telephone","may","wed",1,0,"non existent",4.858,0,1.1,93.994,-36.4,5191,"0"
27,"services","single","high school","no","no","no","cellular","may","fri",5,0,"non existent",1.25,0,-1.8,92.893,-46.2,5099.1,"0"
36,"blue collar","married","basic 9y","no","yes","no","cellular","apr","mon",3,0,"non existent",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
35,"blue collar","married","basic 9y","no","yes","no","cellular","nov","tue",2,0,"non existent",4.153,0,-0.1,93.2,-42,5195.8,"0"
32,"services","single","basic 9y","no","no","no","cellular","jul","wed",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
43,"management","married","professional course","no","no","no","telephone","may","wed",3,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
42,"admin","married","university degree","no","no","no","cellular","jul","wed",2,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
30,"self employed","single","basic 9y","no","no","yes","telephone","oct","mon",1,0,"non existent",0.953,0,-1.1,94.601,-49.5,4963.6,"0"
34,"admin","single","university degree","no","no","no","cellular","jun","mon",1,0,"non existent",1.266,0,-2.9,92.963,-40.8,5076.2,"0"
26,"technician","married","professional course","no","yes","no","telephone","may","tue",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
30,"technician","single","professional course","no","no","no","cellular","jul","tue",1,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
61,"retired","married","basic 9y","no","no","no","cellular","apr","thu",2,0,"non existent",0.659,0,-1.8,93.749,-34.6,5008.7,"0"
48,"admin","married","university degree","no","yes","yes","cellular","jul","mon",2,0,"non existent",4.96,0,1.4,93.918,-42.7,5228.1,"0"
38,"blue collar","married","basic 6y","no","yes","no","telephone","jun","wed",3,0,"non existent",4.864,0,1.4,94.465,-41.8,5228.1,"0"
50,"blue collar","married","basic 4y","no","no","no","cellular","jul","thu",2,0,"non existent",4.958,0,1.4,93.918,-42.7,5228.1,"0"
32,"technician","married","professional course","no","yes","no","cellular","aug","tue",2,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
36,"technician","married","high school","no","no","no","cellular","aug","mon",3,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
28,"admin","married","high school","no","yes","no","telephone","jun","mon",-0.338370773260006,0,"non existent",4.865,0,1.4,94.465,-41.8,5228.1,"0"
35,"management","married","university degree","no","no","yes","telephone","aug","mon",5,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
37,"technician","single","high school","no","no","no","telephone","jun","mon",3,0,"non existent",4.96,0,1.4,94.465,-41.8,5228.1,"0"
48,"blue collar","married","basic 6y","no","yes","no","telephone","jun","tue",1,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
35,"unemployed","married","basic 4y","no","yes","no","cellular","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
47,"technician","single","professional course","no","yes","no","cellular","jul","mon",2,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
29,"admin","single","university degree","no","no","no","cellular","jul","wed",2,0,"non existent",4.957,0,1.4,93.918,-42.7,5228.1,"1"
53,"self employed","married","university degree","no","yes","no","telephone","jun","tue",4,0,"non existent",4.864,0,1.4,94.465,-41.8,5228.1,"0"
27,"services","married","high school","no","no","yes","telephone","may","fri",4,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
28,"services","married","high school","no","yes","no","cellular","jul","thu",6,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
52,"management","divorced","university degree","no","yes","no","cellular","nov","mon",1,1,"failure",4.191,0,-0.1,93.2,-42,5195.8,"0"
39,"admin","married","basic 6y","no","no","no","cellular","jul","wed",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"1"
56,"retired","single","professional course","no","yes","no","cellular","jul","fri",4,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
39,"technician","married","professional course","no","no","no","cellular","aug","mon",1,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
33,"admin","married","university degree","no","yes","no","cellular","aug","fri",4.125379095564,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
53,"technician","married","professional course","no","yes","no","telephone","sep","fri",1,0,"non existent",0.803,0,-3.4,92.379,-29.8,5017.5,"0"
32,"blue collar","married","professional course","no","no","no","telephone","may","fri",2,0,"non existent",4.864,0,1.1,93.994,-36.4,5191,"0"
29,"unemployed","single","university degree","no","yes","no","cellular","aug","tue",2,0,"non existent",0.859,0,-2.9,92.201,-31.4,5076.2,"0"
36,"admin","married","high school","no","yes","no","telephone","jul","tue",0.892139938490236,0,"non existent",0.937,0,-2.9,92.469,-33.6,5076.2,"0"
24,"technician","single","professional course","no","no","no","cellular","may","fri",2,0,"non existent",1.25,0,-1.8,92.893,-46.2,5099.1,"0"
49,"blue collar","married","basic 9y","no","no","no","telephone","may","tue",4,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
28,"admin","single","university degree","no","yes","no","cellular","may","tue",1,0,"non existent",1.266,0,-1.8,92.893,-46.2,5099.1,"0"
51,"blue collar","married","basic 4y","no","no","no","cellular","jul","mon",2,0,"non existent",4.96,0,1.4,93.918,-42.7,5228.1,"0"
33,"unemployed","married","high school","no","yes","yes","cellular","may","mon",1,0,"non existent",1.264,0,-1.8,92.893,-46.2,5099.1,"0"
34,"technician","single","university degree","no","yes","yes","cellular","aug","thu",1,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
35,"technician","married","professional course","no","no","no","cellular","apr","wed",2,0,"non existent",1.415,0,-1.8,93.075,-47.1,5099.1,"0"
39,"unemployed","single","university degree","no","yes","no","cellular","dec","mon",1,2,"success",0.706,6,-3,92.713,-33,5023.5,"1"
34,"management","married","university degree","no","no","no","telephone","jun","mon",3,0,"non existent",4.96,0,1.4,94.465,-41.8,5228.1,"0"
29,"admin","single","university degree","no","yes","no","cellular","aug","tue",1,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"0"
49,"blue collar","married","basic 9y","no","no","yes","cellular","may","mon",1,0,"non existent",1.299,0,-1.8,92.893,-46.2,5099.1,"0"
32,"admin","single","university degree","no","yes","no","cellular","may","mon",3.01287594288136,0,"non existent",1.244,0,-1.8,92.893,-46.2,5099.1,"0"
53,"self employed","married","basic 9y","no","yes","no","cellular","may","tue",4,0,"non existent",1.291,0,-1.8,92.893,-46.2,5099.1,"0"
51,"blue collar","single","basic 4y","no","no","no","telephone","may","fri",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
37,"technician","single","university degree","no","no","no","telephone","may","fri",3,0,"non existent",4.864,0,1.1,93.994,-36.4,5191,"0"
29,"admin","single","university degree","no","yes","no","cellular","aug","fri",3.5880379162666,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
51,"management","married","basic 4y","no","no","no","cellular","jul","mon",2,0,"non existent",4.96,0,1.4,93.918,-42.7,5228.1,"0"
30,"admin","single","university degree","no","yes","no","cellular","jun","wed",2,0,"non existent",1.26,0,-2.9,92.963,-40.8,5076.2,"1"
41,"management","married","university degree","no","yes","no","telephone","jun","fri",2,0,"non existent",4.967,0,1.4,94.465,-41.8,5228.1,"0"
39,"blue collar","married","basic 6y","no","yes","no","cellular","may","thu",1,0,"non existent",1.327,0,-1.8,92.893,-46.2,5099.1,"1"
27,"blue collar","married","basic 4y","no","yes","no","cellular","jul","tue",1,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
26,"admin","married","high school","no","yes","no","cellular","nov","fri",1,1,"success",0.714,7,-3.4,92.649,-30.1,5017.5,"1"
31,"blue collar","single","basic 9y","no","yes","no","telephone","may","tue",1,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
49,"retired","divorced","professional course","no","yes","yes","telephone","aug","tue",2.1776149626852,0,"non existent",4.966,0,1.4,93.444,-36.1,5228.1,"0"
47,"technician","married","professional course","no","yes","no","telephone","may","thu",1,0,"non existent",4.86,0,1.1,93.994,-36.4,5191,"0"
39,"admin","married","high school","no","yes","no","telephone","may","tue",4,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
56,"technician","married","professional course","no","no","no","cellular","nov","thu",2,0,"non existent",4.076,0,-0.1,93.2,-42,5195.8,"0"
42,"admin","married","university degree","no","yes","no","cellular","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
44,"admin","married","high school","no","yes","yes","telephone","may","tue",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
52,"services","married","high school","no","yes","no","telephone","nov","tue",1,0,"non existent",4.153,0,-0.1,93.2,-42,5195.8,"0"
25,"services","single","high school","no","no","no","cellular","aug","fri",1,0,"non existent",0.869,0,-2.9,92.201,-31.4,5076.2,"0"
36,"admin","single","university degree","no","no","no","cellular","nov","wed",1,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
41,"blue collar","single","basic 9y","no","no","no","telephone","may","thu",1,0,"non existent",4.86,0,1.1,93.994,-36.4,5191,"0"
37,"technician","single","high school","no","yes","no","telephone","apr","thu",2,2,"failure",1.41,0,-1.8,93.075,-47.1,5099.1,"0"
38,"management","married","university degree","no","no","no","telephone","may","fri",2,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
34,"blue collar","married","basic 4y","no","no","no","cellular","nov","thu",1,1,"failure",4.076,0,-0.1,93.2,-42,5195.8,"0"
31,"management","single","high school","no","no","no","cellular","may","wed",1,0,"non existent",1.334,0,-1.8,92.893,-46.2,5099.1,"0"
39,"technician","married","professional course","no","yes","no","cellular","aug","wed",2,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
36,"housemaid","divorced","basic 4y","no","yes","no","cellular","nov","tue",2,1,"failure",4.153,0,-0.1,93.2,-42,5195.8,"0"
38,"blue collar","married","basic 9y","no","no","no","cellular","jul","tue",4,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
39,"technician","divorced","professional course","no","yes","yes","cellular","aug","tue",2,0,"non existent",4.966,0,1.4,93.444,-36.1,5228.1,"0"
32,"admin","married","high school","no","yes","no","cellular","may","mon",1,0,"non existent",1.299,0,-1.8,92.893,-46.2,5099.1,"1"
51,"services","married","high school","no","no","no","telephone","jun","tue",2,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
52,"admin","married","high school","no","yes","yes","cellular","may","fri",2,1,"failure",1.313,0,-1.8,92.893,-46.2,5099.1,"0"
55,"technician","married","professional course","no","no","no","cellular","nov","fri",1,1,"failure",4.021,0,-0.1,93.2,-42,5195.8,"0"
35,"admin","single","university degree","no","no","no","cellular","aug","mon",2,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
41,"admin","married","university degree","no","yes","yes","telephone","jun","tue",1,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
29,"blue collar","married","high school","no","no","no","telephone","jun","thu",2.05028460846608,0,"non existent",4.866,0,1.4,94.465,-41.8,5228.1,"0"
38,"blue collar","married","professional course","no","yes","no","telephone","may","tue",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
51,"technician","married","high school","no","no","no","cellular","nov","mon",2,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
35,"entrepreneur","single","basic 9y","no","yes","no","cellular","nov","mon",2,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
34,"admin","single","high school","no","yes","no","cellular","may","wed",2,1,"failure",1.281,0,-1.8,92.893,-46.2,5099.1,"0"
47,"housemaid","married","basic 4y","no","yes","no","cellular","nov","wed",1,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
32,"technician","married","professional course","no","yes","no","telephone","may","fri",2,0,"non existent",4.864,0,1.1,93.994,-36.4,5191,"0"
39,"admin","married","basic 9y","no","no","no","cellular","jul","wed",1,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
56,"self employed","married","university degree","no","no","no","telephone","jun","fri",3,0,"non existent",4.959,0,1.4,94.465,-41.8,5228.1,"0"
31,"blue collar","married","professional course","no","yes","no","cellular","jul","wed",2,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"1"
46,"technician","divorced","university degree","no","yes","no","cellular","nov","fri",5,1,"failure",4.021,0,-0.1,93.2,-42,5195.8,"1"
44,"unemployed","married","high school","no","no","no","cellular","jul","tue",3,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
36,"blue collar","married","basic 4y","no","no","no","cellular","may","tue",1,1,"failure",1.344,0,-1.8,92.893,-46.2,5099.1,"0"
31,"technician","divorced","professional course","no","yes","no","cellular","jul","wed",1,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"1"
37,"blue collar","married","high school","no","yes","no","cellular","may","fri",3,0,"non existent",1.313,0,-1.8,92.893,-46.2,5099.1,"0"
32,"management","single","university degree","no","yes","no","cellular","mar","mon",2,0,"non existent",1.703,0,-1.8,92.843,-50,5099.1,"0"
48,"admin","divorced","high school","no","no","no","telephone","may","tue",1,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
51,"entrepreneur","married","professional course","no","no","no","cellular","may","mon",1,1,"failure",1.299,0,-1.8,92.893,-46.2,5099.1,"0"
30,"unemployed","married","basic 9y","no","yes","no","cellular","nov","thu",4,0,"non existent",4.076,0,-0.1,93.2,-42,5195.8,"0"
37,"technician","married","professional course","no","yes","yes","cellular","jul","tue",1,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
38,"blue collar","single","high school","no","yes","yes","telephone","jun","thu",1,0,"non existent",0.729,0,-1.7,94.055,-39.8,4991.6,"0"
36,"technician","married","university degree","no","yes","no","cellular","may","mon",2,0,"non existent",1.299,0,-1.8,92.893,-46.2,5099.1,"0"
55,"blue collar","divorced","basic 4y","no","no","no","cellular","may","fri",1,0,"non existent",1.313,0,-1.8,92.893,-46.2,5099.1,"0"
51,"services","married","professional course","no","no","no","cellular","may","thu",2,0,"non existent",1.327,0,-1.8,92.893,-46.2,5099.1,"0"
42,"admin","married","university degree","no","no","no","cellular","jul","wed",6,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
29,"admin","married","university degree","no","no","no","cellular","nov","mon",1,1,"failure",4.191,0,-0.1,93.2,-42,5195.8,"0"
59,"self employed","married","university degree","no","yes","no","cellular","may","tue",1,1,"failure",1.266,0,-1.8,92.893,-46.2,5099.1,"0"
31,"services","single","high school","no","no","yes","cellular","jul","thu",2.10720280616501,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
31,"admin","married","professional course","no","no","yes","cellular","dec","mon",2,1,"failure",0.709,0,-3,92.713,-33,5023.5,"1"
34,"admin","married","high school","no","yes","yes","telephone","may","fri",1,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"0"
37,"admin","married","high school","no","yes","no","cellular","jul","mon",3,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
25,"blue collar","single","basic 4y","no","no","no","telephone","jun","wed",0.444208155303283,0,"non existent",4.959,0,1.4,94.465,-41.8,5228.1,"0"
34,"self employed","married","university degree","no","no","no","cellular","jul","fri",3,2,"failure",0.896,0,-1.7,94.215,-40.3,4991.6,"0"
37,"technician","married","high school","no","yes","no","telephone","jun","tue",3,0,"non existent",4.864,0,1.4,94.465,-41.8,5228.1,"0"
26,"blue collar","married","basic 4y","no","no","no","cellular","may","tue",1,0,"non existent",1.291,0,-1.8,92.893,-46.2,5099.1,"0"
24,"blue collar","single","basic 9y","no","yes","no","telephone","may","tue",4,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
37,"services","divorced","basic 9y","no","yes","no","cellular","jul","wed",1,0,"non existent",4.957,0,1.4,93.918,-42.7,5228.1,"0"
28,"admin","single","professional course","no","no","yes","telephone","jun","thu",1,0,"non existent",4.955,0,1.4,94.465,-41.8,5228.1,"0"
31,"blue collar","married","basic 9y","no","no","no","cellular","jul","wed",1,0,"non existent",4.957,0,1.4,93.918,-42.7,5228.1,"0"
32,"technician","single","university degree","no","no","no","cellular","nov","tue",2,0,"non existent",4.153,0,-0.1,93.2,-42,5195.8,"0"
52,"retired","married","basic 4y","no","no","no","telephone","jun","wed",1,0,"non existent",4.864,0,1.4,94.465,-41.8,5228.1,"1"
41,"technician","married","professional course","no","no","no","telephone","may","tue",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
36,"blue collar","single","basic 6y","no","no","no","cellular","nov","tue",1,0,"non existent",1.046,0,-1.1,94.767,-50.8,4963.6,"1"
32,"blue collar","married","high school","no","no","yes","telephone","jun","mon",1,0,"non existent",4.96,0,1.4,94.465,-41.8,5228.1,"0"
24,"services","single","professional course","no","yes","no","cellular","jul","wed",1,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
48,"services","divorced","basic 4y","no","no","no","cellular","nov","wed",1,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
57,"admin","divorced","high school","no","no","no","cellular","sep","tue",1,5,"success",0.877,3,-1.1,94.199,-37.5,4963.6,"1"
36,"technician","single","professional course","no","no","no","cellular","aug","wed",1,0,"non existent",4.967,0,1.4,93.444,-36.1,5228.1,"0"
46,"services","married","high school","no","yes","no","cellular","may","fri",1,1,"failure",1.25,0,-1.8,92.893,-46.2,5099.1,"0"
55,"admin","divorced","university degree","no","yes","no","telephone","may","thu",4,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"0"
34,"admin","divorced","university degree","no","no","no","cellular","may","wed",1,1,"failure",1.334,0,-1.8,92.893,-46.2,5099.1,"0"
37,"housemaid","married","high school","no","no","no","cellular","aug","thu",1,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"0"
33,"management","single","university degree","no","yes","no","cellular","jul","mon",3,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
29,"technician","single","university degree","no","yes","no","telephone","aug","thu",3,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
30,"admin","divorced","high school","no","no","no","cellular","nov","wed",2,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
33,"technician","married","professional course","no","no","yes","telephone","jun","tue",1,0,"non existent",4.864,0,1.4,94.465,-41.8,5228.1,"0"
31,"blue collar","married","basic 9y","no","no","no","telephone","may","tue",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
47,"admin","married","university degree","no","no","no","cellular","nov","tue",3,0,"non existent",4.153,0,-0.1,93.2,-42,5195.8,"0"
24,"student","single","high school","no","no","no","cellular","may","mon",1,0,"non existent",1.244,0,-1.8,92.893,-46.2,5099.1,"0"
30,"management","married","university degree","no","yes","yes","cellular","jul","wed",4,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
48,"blue collar","married","high school","no","yes","no","telephone","jun","thu",2,0,"non existent",4.958,0,1.4,94.465,-41.8,5228.1,"0"
29,"self employed","married","university degree","no","no","no","telephone","may","thu",1,0,"non existent",4.86,0,1.1,93.994,-36.4,5191,"0"
47,"technician","married","basic 9y","no","no","no","telephone","jun","fri",1,0,"non existent",4.967,0,1.4,94.465,-41.8,5228.1,"0"
32,"technician","married","high school","no","no","no","cellular","may","wed",3,1,"failure",1.281,0,-1.8,92.893,-46.2,5099.1,"0"
32,"services","single","high school","no","no","yes","cellular","jul","thu",2,0,"non existent",0.846,0,-1.7,94.215,-40.3,4991.6,"1"
48,"entrepreneur","married","basic 6y","no","no","no","cellular","may","wed",1,0,"non existent",1.334,0,-1.8,92.893,-46.2,5099.1,"0"
34,"technician","married","university degree","no","no","yes","cellular","jul","thu",2,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
42,"admin","single","high school","no","no","no","cellular","aug","wed",1,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
33,"technician","single","professional course","no","yes","no","cellular","aug","mon",4,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
28,"unemployed","single","basic 4y","no","yes","no","cellular","oct","fri",2,1,"success",0.752,4,-3.4,92.431,-41.7881683547927,5017.5,"0"
58,"retired","married","basic 4y","no","no","no","telephone","may","tue",1,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"1"
43,"management","married","high school","no","yes","yes","cellular","nov","mon",3,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
28,"technician","single","university degree","no","yes","no","cellular","may","tue",1,0,"non existent",1.266,0,-1.8,92.893,-46.2,5099.1,"1"
37,"admin","single","university degree","no","yes","no","cellular","apr","thu",1,0,"non existent",1.365,0,-1.8,93.075,-47.1,5099.1,"1"
43,"blue collar","married","basic 4y","no","yes","no","telephone","may","fri",3,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
30,"admin","single","university degree","no","no","no","cellular","may","thu",1,0,"non existent",1.327,0,-1.8,92.893,-46.2,5099.1,"0"
36,"self employed","single","university degree","no","no","no","cellular","jul","mon",1,0,"non existent",4.96,0,1.4,93.918,-42.7,5228.1,"0"
50,"management","married","university degree","no","yes","no","telephone","may","wed",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
37,"self employed","married","basic 9y","no","yes","no","cellular","aug","fri",1,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
30,"admin","single","high school","no","yes","no","cellular","apr","mon",3,1,"failure",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
46,"technician","single","university degree","no","no","no","cellular","aug","thu",2,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"0"
34,"technician","single","high school","no","no","no","cellular","may","wed",1,0,"non existent",1.281,0,-1.8,92.893,-46.2,5099.1,"0"
52,"admin","divorced","basic 6y","no","yes","no","telephone","jun","wed",1,0,"non existent",4.959,0,1.4,94.465,-41.8,5228.1,"0"
54,"technician","married","university degree","no","no","no","cellular","may","fri",3.0405059854588,0,"non existent",1.313,0,-1.8,92.893,-46.2,5099.1,"0"
43,"services","married","university degree","no","yes","no","cellular","jul","tue",1,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
35,"services","married","high school","no","no","no","cellular","may","mon",3,1,"failure",1.354,0,-1.8,92.893,-46.2,5099.1,"0"
40,"entrepreneur","married","basic 4y","no","yes","no","cellular","jul","wed",2,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
32,"blue collar","married","basic 9y","no","yes","no","telephone","jun","fri",3,0,"non existent",4.959,0,1.4,94.465,-41.8,5228.1,"0"
31,"technician","married","professional course","no","yes","no","cellular","aug","wed",2,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
41,"blue collar","married","basic 4y","no","no","no","telephone","may","wed",1,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
29,"blue collar","married","high school","no","yes","no","cellular","nov","wed",3,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
53,"blue collar","married","basic 9y","no","yes","no","cellular","jul","tue",4,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
47,"admin","married","high school","no","yes","no","cellular","aug","mon",3,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"1"
51,"services","married","high school","no","yes","no","telephone","jun","mon",1,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
35,"technician","single","professional course","no","yes","no","cellular","aug","tue",1,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
51,"technician","married","basic 6y","no","yes","no","cellular","jul","tue",2,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
44,"blue collar","married","basic 6y","no","yes","no","telephone","may","fri",3,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
59,"admin","married","university degree","no","yes","no","telephone","jun","wed",2,0,"non existent",4.962,0,1.4,94.465,-41.8,5228.1,"0"
31,"management","married","university degree","no","no","no","cellular","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
31,"admin","divorced","university degree","no","yes","no","telephone","may","tue",2,0,"non existent",1.344,0,-1.8,92.893,-46.2,5099.1,"0"
41,"technician","married","professional course","no","no","no","cellular","apr","fri",1,0,"non existent",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
32,"services","married","high school","no","yes","no","cellular","may","mon",1,0,"non existent",1.244,0,-1.8,92.893,-46.2,5099.1,"0"
32,"housemaid","single","high school","no","no","no","telephone","jun","thu",2,0,"non existent",4.866,0,1.4,94.465,-41.8,5228.1,"0"
